재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 3분기 3개월,당기 3분기 누적,전기 3분기 3개월,전기 3분기 누적,전기,전전기
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),1530121125,27071798882,-3059046729,17117727513,,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2017-09-30,3분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익(손실),,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본 및 희석주당이익(손실),87,1536,-174,971,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,수익(매출액),2.78178E+11,8.2911E+11,2.80264E+11,8.39093E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_CostOfSales,매출원가,1.80208E+11,5.32206E+11,1.78811E+11,5.28852E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,97969665023,2.96903E+11,1.01453E+11,3.1024E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,79454617102,2.41677E+11,77700456062,2.37309E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),18515047921,55226121399,23752583147,72931537035,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,1000270689,3992671622,1017769999,3556557105,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융비용,5478230287,15341034160,4943546817,16793708377,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,entity00222532_udf_IS_201711716251378_IncomeStatementAbstract,기타영업외수익,771411322,3284602682,2341341916,9333739123,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,entity00222532_udf_IS_2017117162512113_IncomeStatementAbstract,기타영업외비용,9414827559,17615174039,1103980545,5310824934,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,entity00222532_udf_IS_2017117162525187_IncomeStatementAbstract,관계기업투자손익,174467624,478841252,389282409,476753037,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),5568139710,30026028756,21453450109,64194052989,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,926602689,9710776660,4874105542,13539751566,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),4641537021,20315252096,16579344567,50654301423,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),60,262,214,654,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_DilutedEarningsLossPerShare,   희석주당이익(손실),60,262,214,654,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,수익(매출액),46168955498,1.35352E+11,38802910995,1.16448E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_CostOfSales,매출원가,38370358411,1.11633E+11,32139552980,95591289333,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,7798597087,23718777341,6663358015,20856787638,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,3788194679,11358560545,3865636514,11060347884,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),4010402408,12360216796,2797721501,9796439754,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타이익,1250647325,3139874180,806596627,2214970204,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타손실,923108067,2189380734,613728184,1433579940,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,173860411,707464562,134882958,583325243,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융원가,229677220,738845210,192826130,455258991,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),4282124857,13279329594,2932646772,10705896270,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,730579339,2763046294,1052675833,2803384537,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),3551545518,10516283300,1879970939,7902511733,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),222,657,117,494,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,수익(매출액),30270000000,4.60675E+11,26954000000,3.3779E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,30270000000,4.60675E+11,26954000000,3.3779E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,7611000000,30078000000,7165000000,28848000000,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),22659000000,4.30597E+11,19789000000,3.08942E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타이익,37000000,15898000000,223000000,2366000000,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타손실,,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,55000000,701000000,1260000000,1629000000,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융원가,7082000000,62296000000,7819000000,23338000000,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),15669000000,3.849E+11,13453000000,2.89599E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,4359000000,17295000000,3328000000,10484000000,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),11310000000,3.67605E+11,10125000000,2.79115E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),119,3882,200,2947,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_DilutedEarningsLossPerShare,   기본우선주당이익(손실),132,3920,225,2985,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,매출액,2.62756E+12,7.95521E+12,2.36683E+12,7.16781E+12,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_RevenueFromConstruction,   공사매출,2.45409E+12,7.28153E+12,2.16818E+12,6.63523E+12,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_RevenueFromSaleOfGoodsRealEstate,   분양매출,1.41437E+11,5.72156E+11,1.61126E+11,4.20633E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_OtherRevenue,   기타매출,32035517311,1.01517E+11,37524062079,1.11944E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_CostOfSales,매출원가,2.39381E+12,7.34998E+12,2.24812E+12,6.65671E+12,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_CostOfSalesFromConstruction,   공사매출원가,2.23808E+12,6.79791E+12,2.07972E+12,6.19224E+12,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsRealEstate,   분양매출원가,1.15045E+11,4.26745E+11,1.24976E+11,3.3298E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_OtherCostOfSales,   기타매출원가,40687071709,1.25328E+11,43422858305,1.31492E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,2.33751E+11,6.05222E+11,1.18709E+11,5.11093E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,1.64443E+11,3.44865E+11,37367953390,2.02647E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익,69307865431,2.60357E+11,81340789292,3.08447E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타수익,84995195722,2.58814E+11,1.46721E+11,3.19903E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타비용,1.24432E+11,5.69282E+11,2.10889E+11,5.80366E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,23376129785,2.46651E+11,1.04803E+11,2.24073E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융원가,56478892266,1.68873E+11,87257277321,2.15422E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),-3231750373,27666244728,34718654402,56634637451,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용(수익),1609752533,16042915787,9960214526,9852668373,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),-4841502906,11623328941,24758439876,46781969078,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,entity00120030_udf_IS_2017118134235890_IncomeStatementAbstract,기본주당순이익(손실),-75,149,350,655,,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,entity00120030_udf_IS_201711813435803_IncomeStatementAbstract,희석주당순이익(손실),-75,112,246,585,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,수익(매출액),2.50242E+11,7.84189E+11,2.50831E+11,7.83963E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_CostOfSales,매출원가,15061262320,41999396513,22678525485,71611989916,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,2.35181E+11,7.4219E+11,2.28153E+11,7.12351E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,2.04887E+11,6.3665E+11,2.04031E+11,6.2883E+11,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),30294430804,1.0554E+11,24121485679,83521138656,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타이익,95782292,237675332,75924968,294316788,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타손실,561815269,1068880049,821982653,1707977444,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,3126608454,10793557188,4302241132,18254766703,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융비용,50716520,272422191,167550076,387279725,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,entity00207755_udf_IS_20171121117767_IncomeStatementAbstract,관계기업투자주식처분이익,,107068,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,entity00207755_udf_IS_2017112112057593_IncomeStatementAbstract,관계기업투자주식손상차손,,18992522026,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,entity00207755_udf_IS_2017112112325345_IncomeStatementAbstract,종속기업투자주식처분이익,296633,296633,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,entity00207755_udf_IS_2017112112039762_IncomeStatementAbstract,종속기업투자주식손상차손,,,,6904563000,,
"손익계산서, 기능별 분류 - 별도재무제표",[028150],GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),32904586394,96237647446,27510119050,93070401978,,
