재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 3분기 3개월,당기 3분기 누적,전기 3분기 3개월,전기 3분기 누적,전기,전전기
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),3001566005,11418768285,3073067191,9982310249,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타이익,1169531174,2974143500,805416293,2103437787,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타손실,807538178,2153933859,617070309,1517774057,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,174243843,708312947,135060400,583921109,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_InterestIncomeFinanceIncome,   이자수익,163248825,542794924,192846670,543246223,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,   외환차익(금융수익),13378741,161044750,-44793648,33666640,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_GainsOnForeignExchangeTranslationsFinancialIncome,   외화환산이익(금융수익),-2383723,4473273,-12992622,7008246,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융원가,362402020,1077624274,245202579,588391653,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_InterestExpenseFinanceExpense,   이자비용,200699276,582631534,168143484,475803037,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,   외환차손(금융원가),284389293,424868335,88399925,118283129,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,dart_LossesOnForeignExchangeTranslationsFinancialExpense,   외화환산손실(금융원가),-122686549,70124405,-11340830,-5694513,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),3175400824,11869666599,3151270996,10563503435,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,721673102,2699930501,1064932601,2793835434,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),2512951483,9224522561,2074908822,7775823934,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),-59223761,-54786463,11429573,-6155933,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),157,577,130,486,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,수익(매출액),4.22918E+12,1.20029E+13,3.33575E+12,9.72806E+12,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_CostOfSales,매출원가,3.27713E+12,9.21179E+12,2.56407E+12,7.43224E+12,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,9.5205E+11,2.79108E+12,7.71676E+11,2.29582E+12,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,4.55364E+11,1.25695E+12,3.53903E+11,1.04805E+12,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),4.96686E+11,1.53413E+12,4.17773E+11,1.24777E+12,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타이익,41512000000,1.90189E+11,53876000000,1.54716E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타손실,33697000000,1.32838E+11,40615000000,1.18807E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,12128000000,37942000000,15997000000,35699000000,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융원가,67143000000,1.94924E+11,67147000000,1.88568E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),4.49486E+11,1.4345E+12,3.79884E+11,1.13081E+12,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,1.90775E+11,5.76454E+11,1.74967E+11,4.71584E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossFromContinuingOperations,계속영업이익(손실),2.58711E+11,8.58044E+11,2.04917E+11,6.59224E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossFromDiscontinuedOperations,중단영업이익(손실),107000000,163000000,-22976000000,-26742000000,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),2.58818E+11,8.58207E+11,1.81941E+11,6.32482E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),2.34083E+11,7.69376E+11,1.59013E+11,5.71664E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),24735000000,88831000000,22928000000,60818000000,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),2471,8126,1679,6038,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본주당이익(손실),2470,8124,1922,6320,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,      중단영업기본주당이익(손실),1,2,-243,-282,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,entity00500254_udf_IS_20171113192131889_EarningsPerShareAbstract,   우선주당이익(손실),2483000000,8164000000,1692000000,6075000000,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,entity00500254_udf_IS_20171113192149851_udf_IS_20171113192131889_EarningsPerShareAbstract,      계속영업우선주당이익(손실),2482000000,8162000000,1935000000,6357000000,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,649,기타 금융업,12,2017-09-30,3분기보고서,KRW,entity00500254_udf_IS_20171113192153610_udf_IS_20171113192131889_EarningsPerShareAbstract,      중단영업우선주당이익(손실),1000000,2000000,-243000000,-282000000,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_Revenue,매출액,2.82034E+12,8.51564E+12,2.57468E+12,7.92019E+12,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_RevenueFromConstruction,   공사매출,2.60383E+12,7.7253E+12,2.34523E+12,7.30938E+12,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_RevenueFromSaleOfGoodsRealEstate,   분양매출,1.42799E+11,5.76046E+11,1.65425E+11,4.33025E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_OtherRevenue,   기타매출,73707611833,2.14297E+11,64020363790,1.77786E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_CostOfSales,매출원가,2.57407E+12,7.9235E+12,2.4873E+12,7.58971E+12,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_CostOfSalesFromConstruction,   공사매출원가,2.38859E+12,7.28594E+12,2.29383E+12,7.05306E+12,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_CostOfSalesFromSaleOfGoodsRealEstate,   분양매출원가,1.15072E+11,4.26434E+11,1.27878E+11,3.40478E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_OtherCostOfSales,   기타매출원가,70402907189,2.11131E+11,65596617045,1.96169E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_GrossProfit,매출총이익,2.46273E+11,5.9214E+11,87375727490,3.30481E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,1.75129E+11,3.76074E+11,48990012368,2.4032E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익,71143842221,2.16065E+11,38385715122,90160939604,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_OtherGains,기타수익,80485395908,2.1442E+11,1.37995E+11,3.15439E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,dart_OtherLosses,기타비용,1.11309E+11,5.1578E+11,2.08195E+11,3.94174E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,entity00120030_udf_IS_20171189420759_IncomeStatementAbstract,관계회사지분증권손익,-1510291802,-4055793162,-356234588,2285582669,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,entity00120030_udf_IS_2017118942533_udf_IS_20171189420759_IncomeStatementAbstract,   지분법이익,1796483262,5341802384,1597475995,4239293252,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,entity00120030_udf_IS_20171189431832_udf_IS_20171189420759_IncomeStatementAbstract,   지분법손실,-3306775064,-9397595546,-1953710583,-1953710583,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceIncome,금융수익,19463349212,2.10151E+11,1.05152E+11,2.11838E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_FinanceCosts,금융원가,61908120398,1.84453E+11,93493988913,2.26038E+11,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),-3635274545,-63651126708,-20512470948,-488310652,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용(수익),4753619701,1787755579,-1816798364,2652216443,,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2017-09-30,3분기보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),-8388894246,-65438882287,-18695672584,-3140527095,,
