재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,Column1,당기,_1,_2,전기,전전기,_3
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossFromContinuingOperations,계속영업이익(손실),,5.51116E+11,,,5.08633E+11,3.22608E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),,5.51116E+11,,,5.08633E+11,3.22608E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],,,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,2.05793E+11,,,2.09165E+11,1.49588E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),,3.45323E+11,,,2.99468E+11,1.7302E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),,7242,,,7375,5280,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_DilutedEarningsLossPerShare,   희석주당이익(손실),,7214,,,7339,5261,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,entity00148540_udf_IS_2011523224238703_EarningsPerShareAbstract,   우선주기본주당이익(단위: 원),,7292000,,,7425000,5330000,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,entity00148540_udf_IS_2011523224237875_EarningsPerShareAbstract,   우선주희석주당이익(단위: 원),,7264000,,,7389000,5311000,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_Revenue,매출액,,5.05577E+12,,,4.56009E+12,3.79505E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_CostOfSales,매출원가,,4.50651E+12,,,4.08149E+12,3.4975E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_GrossProfit,매출총이익,,5.4926E+11,,,4.78598E+11,2.97546E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,,3.62626E+11,,,3.11519E+11,2.33369E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익,,1.86634E+11,,,1.67079E+11,64177360059,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_FinanceIncome,금융수익,,27463242135,,,35914002434,63193217037,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_FinanceCosts,금융원가,,82333243835,,,85628320144,90562368452,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,dart_OtherGains,기타이익,,6224430225,,,16336444206,5687325399,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,dart_OtherLosses,기타손실,,86867202530,,,48808357355,79506667259,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,entity00113410_udf_IS_201635172645748_IncomeStatementAbstract,종속기업투자손익,,12698248975,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,entity00113410_udf_IS_201152702328937_IncomeStatementAbstract,관계기업투자손익,,16494628427,,,2890814761,4727620012,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,entity00113410_udf_IS_201535134026219_IncomeStatementAbstract,관계기업손상차손,,,,,-1252297542,,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,entity00113410_udf_IS_20143510533250_IncomeStatementAbstract,매각예정자산손상차손,,,,,,-13213424674,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익,,80313821209,,,86531767521,-45496937878,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,,17096361010,,,14125595501,-30390696303,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossFromContinuingOperations,계속영업이익,,63217460199,,,72406172020,-15106241575,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossFromDiscontinuedOperations,중단영업,,-14233455745,,,-12954432447,-44954851962,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,entity00113410_udf_IS_20115270224615_ProfitLossFromDiscontinuedOperations,   중단영업손익,,-14233455745,,,-12954432447,-44954851962,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),,48984004454,,,59451739573,-60061093537,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],,,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,45943093290,,,57254804860,-55770165743,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분에 귀속되는 당기순이익(손실),,3040911164,,,2196934713,-4290927794,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),,2636,,,3286,-2445,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본주당이익(손실),,3104,,,3779,-644,
"손익계산서, 기능별 분류 - 연결재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,      중단영업기본주당이익(손실),,-468,,,-493,-1801,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_Revenue,매출액,,2.14768E+11,,,2.19767E+11,2.01149E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_CostOfSales,매출원가,,1.82147E+11,,,1.90258E+11,1.74007E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_GrossProfit,매출총이익,,32621260638,,,29509130124,27141763851,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,,19881151535,,,20590220878,18510998145,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),,12740109103,,,8918909246,8630765706,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,dart_OtherGains,기타이익,,2774488078,,,2820625244,1764737415,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,dart_OtherLosses,기타손실,,2784265539,,,2897892913,1830453719,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_FinanceIncome,금융수익,,570491618,,,367591137,846185944,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_FinanceCosts,금융원가,,581842416,,,778880093,1077130493,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익,,12718980844,,,8430352621,8334104853,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,,2731539045,,,1616524952,1740318969,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossAttributableToAbstract,당기순이익(손실),,,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업 소유주지분,,9941869481,,,6775641798,6578482793,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분,,45572318,,,38185871,15303091,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EarningsPerShareAbstract,주당손익,,,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익,,621,,,423,451,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_Revenue,매출,,1.23012E+13,,,1.08661E+13,9.58319E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_CostOfSales,매출원가,,9.42146E+12,,,9.6887E+12,7.89789E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_GrossProfit,매출총이익,,2.87972E+12,,,1.17744E+12,1.68531E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,,1.29794E+12,,,1.21176E+12,1.13318E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익,,1.58178E+12,,,-34328000000,5.5213E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,dart_OtherGains,기타수익,,1.53185E+11,,,1.55548E+11,2.16939E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,dart_OtherLosses,기타비용,,3.31762E+11,,,2.07888E+11,1.503E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_FinanceIncome,금융수익,,59733000000,,,63213000000,63857000000,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_FinanceCosts,금융비용,,2.33674E+11,,,2.34051E+11,1.69173E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익,,1.22926E+12,,,-2.57506E+11,5.13453E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,,7.19941E+11,,,63223000000,78254000000,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLoss,당기순이익,,5.09319E+11,,,-3.20729E+11,4.35199E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossAttributableToAbstract,당기순이익(손실)의 귀속 [abstract],,,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업의 소유주지분,,4.92204E+11,,,-3.46929E+11,3.57814E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분,,17115000000,,,26200000000,77385000000,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_EarningsPerShareAbstract,지배기업의 소유주지분에 대한 주당이익,,,,,,,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),,5198,,,-3664,3778,
"손익계산서, 기능별 분류 - 연결재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,entity00500254_udf_IS_2011527182914698_EarningsPerShareAbstract,   우선주당이익(손실),,5248000000,,,-3664000000,3828000000,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_Revenue,매출액,,1.05726E+13,,,9.48755E+12,9.56576E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_RevenueFromSaleOfGoods,   공사매출,,9.83575E+12,,,8.81951E+12,8.33154E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_RevenueFromRenderingOfServices,   분양매출,,3.21905E+11,,,1.83026E+11,8.89049E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_OtherRevenue,   기타매출,,4.14968E+11,,,4.85012E+11,3.45166E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_CostOfSales,매출원가,,1.0025E+13,,,9.05888E+12,9.94494E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,dart_CostOfSalesFromSaleOfGoods,   공사매출원가,,9.355E+12,,,8.44063E+12,8.88571E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,dart_CostOfSalesFromRenderingOfServices,   분양매출원가,,2.54152E+11,,,1.80605E+11,7.28585E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,dart_OtherCostOfSales,   기타매출원가,,4.15883E+11,,,4.37648E+11,3.30645E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_GrossProfit,매출총이익(손실),,5.47585E+11,,,4.28673E+11,-3.79184E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,,4.25517E+11,,,3.77505E+11,5.56267E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),,1.22067E+11,,,51168674965,-9.35451E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,dart_OtherGains,기타수익,,3.68609E+11,,,3.34933E+11,3.77112E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,dart_OtherLosses,기타비용,,4.79657E+11,,,3.49622E+11,4.12076E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,관계회사지분증권손익,,2884352387,,,5934693632,9519221301,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,entity00120030_udf_IS_201526151423731_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,   지분법이익,,2884352387,,,5934693632,9583744263,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,entity00120030_udf_IS_201526151426931_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,   지분법손실,,,,,,64522962,
"손익계산서, 기능별 분류 - 연결재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_FinanceIncome,금융수익,,4.32117E+11,,,2.64832E+11,2.11859E+11,
