재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,Column1,당기,_1,_2,전기,전전기,_3
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,entity00148540_udf_IS_20111122163014765_FinanceCosts,   파생상품거래손실,,0,,,0,0,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,entity00148540_udf_IS_2012822214536500_FinanceCosts,   매도금융자산손상차손,,0,,,0,10000000000,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),,46862651000,,,48715930000,30086139000,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용(수익),,2689050000,,,6510892000,-46267837000,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),,44173601000,,,42205038000,76353976000,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),,1551,,,1485,2693,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_DilutedEarningsLossPerShare,   희석주당이익(손실),,1545,,,1478,2683,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,entity00148540_udf_IS_2011523105843875_EarningsPerShareAbstract,   우선주기본주당이익(단위: 원),,1601000,,,1535000,2743000,
"손익계산서, 기능별 분류 - 별도재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,entity00148540_udf_IS_201152901214984_EarningsPerShareAbstract,   우선주희석주당이익(단위: 원),,1595000,,,1528000,2733000,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_Revenue,매출액,,4.35843E+12,,,4.07883E+12,3.39496E+12,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_CostOfSales,매출원가,,3.96193E+12,,,3.73235E+12,3.18057E+12,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_GrossProfit,매출총이익,,3.96493E+11,,,3.46472E+11,2.14398E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,,2.78675E+11,,,2.37897E+11,1.83062E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익,,1.17819E+11,,,1.08575E+11,31336301797,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_FinanceIncome,금융수익,,22359832331,,,34310064824,58764859875,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_FinanceCosts,금융원가,,46950976566,,,52970246326,59918465557,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,dart_OtherGains,기타이익,,5584223447,,,8916158829,3722076751,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,dart_OtherLosses,기타손실,,78312268040,,,45135664224,1.0718E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,entity00113410_udf_IS_20151110165510595_IncomeStatementAbstract,종속기업투자주식처분손익,,-38500046488,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,entity00113410_udf_IS_201232122130500_IncomeStatementAbstract,종속기업투자주식손상차손,,5563126933,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,entity00113410_udf_IS_2013326162429750_IncomeStatementAbstract,관계기업투자주식처분손익,,6653110050,,,-500000000,354756600,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,entity00113410_udf_IS_2016320223920653_IncomeStatementAbstract,관계기업투자주식손상차손,,,,,8222067371,,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익,,-16910477366,,,44973733887,-72920741930,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,,-4539210002,,,12699310325,-24644502725,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),,-12371267364,,,32274423562,-48276239205,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[000120],CJ대한통운,유가증권시장상장법인,493,도로 화물 운송업,12,2015-12-31,사업보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),,-710,,,1853,-2773,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,ifrs_Revenue,수익(매출액),,1.18261E+12,,,1.27038E+12,1.16023E+12,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,ifrs_CostOfSales,매출원가,,7.6014E+11,,,8.08944E+11,7.16307E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,ifrs_GrossProfit,매출총이익,,4.22473E+11,,,4.61431E+11,4.4392E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,entity00222532_udf_IS_2012112714527282_GrossProfit,   판매비와관리비,,-3.17503E+11,,,-3.59307E+11,-3.28124E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),,1.0497E+11,,,1.02124E+11,1.15796E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,entity00222532_udf_IS_20133291532437_OperatingIncomeLoss,   금융수익,,6776007360,,,9303195419,10080348137,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,entity00222532_udf_IS_20133291534796_OperatingIncomeLoss,   금융비용,,-28898989108,,,-34487422936,-26122931979,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,entity00222532_udf_IS_2013329153862_OperatingIncomeLoss,   기타영업외수익,,9991355474,,,11926395921,7977560108,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,entity00222532_udf_IS_20133291539609_OperatingIncomeLoss,   기타영업외비용,,-16596382640,,,-52628216533,-10801582424,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,entity00222532_udf_IS_201632814273421_OperatingIncomeLoss,   관계기업투자손익,,-288680127,,,-424453864,519567701,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,entity00222532_udf_IS_2014328175745125_OperatingIncomeLoss,   종속기업투자처분손실,,,,,,-1990666,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,entity00222532_udf_IS_2016328142827322_OperatingIncomeLoss,   관계기업투자손실,,,,,-197436713,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익(손실),,75953437333,,,35616266210,97447081684,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,,16276538769,,,9961260286,22932849657,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),,59676898564,,,25655005924,76954517543,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,entity00222532_udf_IS_2016328142927785_ProfitLoss,   지배기업의 소유주,,59802006189,,,25705674794,77014525070,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,entity00222532_udf_IS_2016328142941191_ProfitLoss,   비지배지분,,-125107625,,,-50668870,-60007527,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),,772,,,332,962,
"손익계산서, 기능별 분류 - 별도재무제표",[037560],CJ헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2015-12-31,사업보고서,KRW,ifrs_DilutedEarningsLossPerShare,   희석주당이익(손실),,772,,,332,962,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_Revenue,매출액,,1.62476E+11,,,1.68129E+11,1.52406E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_CostOfSales,매출원가,,1.35977E+11,,,1.4436E+11,1.30856E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_GrossProfit,매출총이익,,26499311226,,,23768773897,21550178951,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,,14663297728,,,15574179684,13668835271,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),,11836013498,,,8194594213,7881343680,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,dart_OtherGains,기타이익,,2971164377,,,2876117278,1927119431,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,dart_OtherLosses,기타손실,,2762864683,,,2866381860,1782876000,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_FinanceIncome,금융수익,,363364555,,,365403146,973039850,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_FinanceCosts,금융원가,,311031931,,,464651656,701063040,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익,,12096645816,,,8105081121,8297563921,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,,2743210259,,,1477523190,1725512508,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_ProfitLoss,당기순이익(손실),,9353435557,,,6627557931,6572051413,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_EarningsPerShareAbstract,주당손익,,,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[155660],DSR,유가증권시장상장법인,139,기타 섬유제품 제조업,12,2015-12-31,사업보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익,,585,,,414,451,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,entity00500254_udf_IS_201152615205334_IncomeStatementAbstract,영업수익,,1.78162E+11,,,2.53556E+11,3.30061E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,entity00500254_udf_IS_201153095216163_IncomeStatementAbstract,영업비용,,33744000000,,,33840000000,33587000000,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익,,1.44418E+11,,,2.19716E+11,2.96474E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,dart_OtherGains,기타수익,,34000000,,,30000000,42000000,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,dart_OtherLosses,기타비용,,332000000,,,18000000,25000000,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_FinanceIncome,금융수익,,452000000,,,1825000000,2076000000,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_FinanceCosts,금융비용,,35756000000,,,38562000000,21601000000,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전순이익,,1.08816E+11,,,1.82991E+11,2.76966E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,,13421000000,,,18738000000,20748000000,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_ProfitLoss,당기순이익,,95395000000,,,1.64253E+11,2.56218E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_EarningsPerShareAbstract,지배기업의 소유주지분에 대한 주당이익,,,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),,,,,,,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,ifrs_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본주당이익(손실),,1007,,,1734,2705,
"손익계산서, 기능별 분류 - 별도재무제표",[078930],GS,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2015-12-31,사업보고서,KRW,entity00500254_udf_IS_2011526145920338_EarningsPerShareAbstract,   계속영업기본우선주당이익(손실),,1057000000,,,1784000000,2755000000,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_Revenue,매출액,,9.06984E+12,,,8.35333E+12,7.86181E+12,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_RevenueFromSaleOfGoods,   공사매출,,8.53029E+12,,,8.04582E+12,7.59498E+12,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_RevenueFromRenderingOfServices,   분양매출,,3.11139E+11,,,1.83123E+11,1.81625E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_OtherRevenue,   기타매출,,2.28417E+11,,,1.2439E+11,85205066149,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_CostOfSales,매출원가,,8.57148E+12,,,8.03105E+12,8.44695E+12,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,dart_CostOfSalesFromSaleOfGoods,   공사매출원가,,8.09847E+12,,,7.70507E+12,8.15258E+12,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,dart_CostOfSalesFromRenderingOfServices,   분양매출원가,,2.49347E+11,,,1.73869E+11,1.95733E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,dart_OtherCostOfSales,   기타매출원가,,2.2366E+11,,,1.52107E+11,98638353042,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,ifrs_GrossProfit,매출총이익(손실),,4.98364E+11,,,3.22283E+11,-5.85145E+11,
"손익계산서, 기능별 분류 - 별도재무제표",[006360],GS건설,유가증권시장상장법인,411,건물 건설업,12,2015-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,,3.60171E+11,,,3.09601E+11,4.46251E+11,
